address,city,state,zipCode,endecaId,isPaid,geoCode,isCurrentSpotlight,lastUpdate,listingId,listingType,listingPriceHigh,listingPriceLow,listingBedHigh,listingBedLow,listingBathHigh,listingBathLow,halfBaths,unitSqFt,listingSeoPath,desktopPhone,mPhone,nearbyListings,neighborhoods,noVacancy,photos,propertyName,propertyLabel,propertyType,recommendedListings,revenue,tplSource,mgtCoName,hasagHdTour,hasHdTour,hasHdVideo,hasUGVideos,aggregates.prices.low,aggregates.prices.high,aggregates.beds.low,aggregates.beds.high,aggregates.baths.low,aggregates.baths.high,aggregates.totalAvailable
14301 Georgia Ave,Silver Spring,MD,20906,10327,True,"39.0905,-77.0797",False,,10327,Apartments,2241,1250,3,1,2,1,1,[1230],Apartments/Maryland/Silver-Spring/10327,2027346274,,"['14921', '88847', '10364', '100041368', '14822']",,,"[{'path': 'imgr/736cdd8f9574152f4e23d5dcc7248eb0/', 'caption': None}]",,Crystal Springs Apartments,,"['3645', '14814', '10491', '8074', '12357']",5.97,APTGUIDE,"Fieldstone Properties I, LLC",True,False,True,False,1250,2241,1,3,1,2,
2801 Park Center Dr,Alexandria,VA,22302,10378,True,"38.8331,-77.1057",False,,10378,Apartments,4004,1445,4,1,3,1,1,[1900],Apartments/Virginia/Alexandria/10378,7036641056,,"['11531', '12197', '100041347', '100021109', '3592']",['Alexandria West'],,"[{'path': 'imgr/c50e19fef034c288bca442f4c61ddfa6/', 'caption': None}]",,Arrive 2801 Apartments,,"['12522', '100036362', '7131', '78454', '88209']",20,APTGUIDE,Trinity Property Consultants,False,False,False,False,1445,4004,1,4,1,3,
1201 SOUTH ROSS STREET,Arlington,VA,22204,100043572,True,"38.8622,-77.0755",False,,100043572,Apartments,99999,1805,3,0,2,1,0,[1184],Apartments/Virginia/Arlington/100043572,7039627040,,"['163864', '82381', '77769', '192098', '44687']","['Columbia Heights South', 'South Arlington']",,"[{'path': 'imgr/3a97864fba527015d53719daf4281edf/', 'caption': None}]",,Trove Apartments,,"['45868', '166775', '77964', '4190', '100043531']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1805,99999,0,3,1,2,
8560 2nd Ave,Silver Spring,MD,20910,12511,True,"38.9962,-77.0322",False,,12511,Apartments,2339,1535,2,0,2,1,0,[1024],Apartments/Maryland/Silver-Spring/12511,2407057546,,"['100027489', '89975', '12283', '191283', '190224']",['Downtown Silver Springs'],,"[{'path': 'imgr/00505382f29bd75e89a5e4891a65b815/', 'caption': None}]",,Alexander House Apartments,,"['80855', '10485', '175259', '5682', '100027349']",20,APTGUIDE,Edgewood Management Corporation,False,False,False,False,1535,2339,0,2,1,2,
3331 Hewitt Ave,Silver Spring,MD,20906,14814,True,"39.0793,-77.0679",False,,14814,Apartments,1950,1199,3,1,2,1,1,[1300],Apartments/Maryland/Silver-Spring/14814,3016583326,,"['10364', '3645', '100041368', '100018984', '14822']",,,"[{'path': 'imgr/f727259518ec627e891c51f1352b5f49/', 'caption': None}]",,Hewitt Gardens Apartments,,"['10327', '14921', '88847', '3631', '100014861']",5.16,APTGUIDE,Faller Management,True,False,True,False,1199,1950,1,3,1,2,
1629 Columbia Rd NW,Washington,DC,20009,100021650,True,"38.9261,-77.0379",False,,100021650,Apartments,99999,1698,3,0,2,1,0,[1600],Apartments/District-of-Columbia/Washington/100021650,8443927977,,"['100011893', '100036072', '80196', '100017012', '100010069']","['Northwest Washington', 'Lanier Heights', 'Adams Morgan']",,"[{'path': 'imgr/60e5f573c279e11a54937e31863ee9b8/', 'caption': None}]",,The Argonne Apartments,,"['12598', '100036621', '192094', '21596', '88205']",11.88,APTGUIDE,CIM Group,False,False,True,False,1698,99999,0,3,1,2,
2101 Champlain St NW,Washington,DC,20009,100033632,True,"38.9185,-77.04",False,,100033632,Apartments,99999,1955,2,0,2,1,0,[922],Apartments/District-of-Columbia/Washington/100033632,2025487701,,"['100010069', '100036072', '100030392', '100011893', '100011895']","['Northwest Washington', 'Adams Morgan']",,"[{'path': 'imgr/a957cab5f7845eaf9b4803b766eff135/', 'caption': None}]",,Reed Row Apartments,,"['100025923', '100039424', '100027493', '22443', '100031372']",20,APTGUIDE,"Kettler Management, Inc.",False,False,False,False,1955,99999,0,2,1,2,
14207 Grand Pre Road,Silver Spring,MD,20906,14921,True,"39.0892,-77.0753",False,,14921,Apartments,2100,1340,3,1,2,1,1,[1200],Apartments/Maryland/Silver-Spring/14921,3016583319,,"['88847', '10364', '100041368', '3645', '14822']",,,"[{'path': 'imgr/ea81e09b1131850f570a2e9f2dc2b113/', 'caption': None}]",,Northgate Apartments,,"['10327', '12357', '14814', '12283', '43884']",11.16,APTGUIDE,Faller Management,True,False,True,False,1340,2100,1,3,1,2,
8711 Georgia Ave,Silver Spring,MD,20910,191283,True,"38.9983,-77.03",False,,191283,Apartments,2620,1495,2,0,2,1,0,[1032],Apartments/Maryland/Silver-Spring/191283,3012507141,,"['12283', '100027489', '89975', '12511', '100039444']",['Downtown Silver Springs'],,"[{'path': 'imgr/e188701f0781d3c85b2ac1502ef35cd3/', 'caption': None}]",,The Premier Apartments,,"['100032990', '81370', '100041337', '12199', '100043634']",20,APTGUIDE,Vantage Management,True,False,True,False,1495,2620,0,2,1,2,
4220 Campbell Avenue,Arlington,VA,22206,55845,True,"38.8416,-77.09",False,,55845,Apartments,99999,1699,2,0,2,1,1,[1254],Apartments/Virginia/Arlington/55845,7033731551,,"['6944', '13117', '88209', '44687', '100041347']","['South Arlington', 'Shirlington']",,"[{'path': 'imgr/eae0e7b29bd87a3177120a0261244f89/', 'caption': None}]",,Delancey At Shirlington Village Apartments,,"['191091', '3636', '166775', '3648', '163864']",20,APTGUIDE,"UDR, Inc.",True,False,False,False,1699,99999,0,2,1,2,
14120 Grand Pre Road,Silver Spring,MD,20906,88847,True,"39.0937,-77.0763",False,,88847,Apartments,99999,1305,3,1,2,1,0,[1181],Apartments/Maryland/Silver-Spring/88847,2407057658,,"['14921', '10364', '100041368', '14822', '100018984']",,,"[{'path': 'imgr/65788ab89a31d350ef9200c64aa5de66/', 'caption': None}]",,Montgomery Trace Apartment Homes,,"['10327', '14814', '3645', '100010745', '100010194']",12.96,APTGUIDE,Morgan Properties,False,False,False,False,1305,99999,1,3,1,2,
1155 Ripley St,Silver Spring,MD,20910,190224,True,"38.9927,-77.0284",False,,190224,Apartments,99999,1688,2,0,2,1,1,[695],Apartments/Maryland/Silver-Spring/190224,2404502521,,"['100039444', '81370', '89975', '12199', '100041337']",['Downtown Silver Springs'],,"[{'path': 'imgr/fbdd00259785a390cfe1d2963f6a9098/', 'caption': None}]",,Eleven 55 Ripley Apartments,,"['12511', '100034103', '3539', '83175', '10485']",no_value_available,APTGUIDE,"UDR, Inc.",True,False,False,False,1688,99999,0,2,1,2,
1750 P Street N W,Washington,DC,20036,155793,True,"38.9096,-77.0404",False,,155793,Apartments,99999,3170,2,1,2,1,1,[1523],Apartments/District-of-Columbia/Washington/155793,2028272781,,"['28641', '100030392', '45586', '22443', '100033632']","['Northwest Washington', 'Dupont Circle']",,"[{'path': 'imgr/0fb174ec50e8ae3a7a7ff13618218dce/', 'caption': None}]",,Gables Dupont Circle Apartments,,"['100027455', '100027351', '100028077', '100025923', '100012033']",no_value_available,APTGUIDE,Gables Residential,True,False,False,False,3170,99999,1,2,1,2,
4201 South 31st Street,Arlington,VA,22206,6944,True,"38.8382,-77.0895",False,,6944,Apartments,99999,1328,2,0,1,1,0,[1050],Apartments/Virginia/Arlington/6944,5718589492,,"['13117', '10378', '44687', '100041347', '12785']","['South Arlington', 'Fairlington']",,"[{'path': 'imgr/f7253414e8b8247d7bfd284b2081f3b4/', 'caption': None}]",,Shirlington House Apartments,,"['12364', '77769', '3648', '47704', '100033228']",11.63,APTGUIDE,Bell Partners Inc.,False,False,False,False,1328,99999,0,2,1,1,
14120 Weeping Willow Dr,Silver Spring,MD,20906,10364,True,"39.0878,-77.0678",False,,10364,Apartments,99999,1295,3,1,2,1,0,[978],Apartments/Maryland/Silver-Spring/10364,2402900897,,"['100041368', '3645', '14921', '88847', '100018984']",,,"[{'path': 'imgr/936c94c5337fd2f2de898ce2828efa4b/', 'caption': None}]",,Peppertree Farm Cinnamon Run At Peppertree Farm Apartments,,"['10327', '14814', '25430', '4281', '3639']",8.27,APTGUIDE,Harbor Group Management Company LLC,False,False,False,False,1295,99999,1,3,1,2,
19860 Century Blvd,Germantown,MD,20874,21845,True,"39.1826,-77.2648",False,,21845,Apartments,99999,1465,3,1,2,1,0,[1028],Apartments/Maryland/Germantown/21845,2404087231,,"['3671', '184293', '3712', '100040982', '100021728']",,,"[{'path': 'imgr/46cc45e494ecc1accf95a860ca12a810/', 'caption': None}]",,Pinnacle At Town Center Apartments,,"['19037', '186440', '5895', '28457', '157464']",0.65,APTGUIDE,LCOR Incorporated,True,False,True,False,1465,99999,1,3,1,2,
8455 Fenton St,Silver Spring,MD,20910,100033500,True,"38.9951,-77.024",False,,100033500,Apartments,99999,1710,2,0,2,1,0,[],Apartments/Maryland/Silver-Spring/100033500,3017612111,,"['4281', '100041337', '100039444', '12283', '89975']",,,"[{'path': 'imgr/2acd64306ed45042c00dd6b2b0107242/', 'caption': None}]",,Central Apartments,,"['81370', '191283', '12199', '190224', '100032990']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1710,99999,0,2,1,2,
1920 14th Street NW,Washington,DC,20009,100019688,True,"38.9163,-77.0323",False,,100019688,Apartments,99999,1947,2,0,2,1,0,[1259],Apartments/District-of-Columbia/Washington/100019688,2023155082,,"['188793', '100018033', '100010069', '86967', '100011895']","['Northwest Washington', 'U-Street']",,"[{'path': 'imgr/08ba4c0c81376cb3129a346d5390d65a/', 'caption': None}]",,The Louis Apartments,,"['100017012', '100036413', '100025923', '100031372', '100038405']",20,APTGUIDE,Greystar,True,False,True,False,1947,99999,0,2,1,2,
3930 Georgia Avenue NW,Washington,DC,20011,100026475,True,"38.9395,-77.0252",False,,100026475,Apartments,99999,2690,3,1,2,1,1,[1282],Apartments/District-of-Columbia/Washington/100026475,2403921351,,"['100016903', '80196', '43653', '100011893', '100021650']","['Northwest Washington', 'Petworth']",,"[{'path': 'imgr/402aaf5fad254583ab3baea187b1ab04/', 'caption': None}]",,Fahrenheit Apartments,,"['81366', '173945', '25414', '45586', '100025923']",no_value_available,APTGUIDE,Van Metre Companies,False,False,False,False,2690,99999,1,3,1,2,
1401 S St Nw,Washington,DC,20009,188793,True,"38.9141,-77.0325",False,,188793,Apartments,99999,1916,2,0,2,1,1,[1726],Apartments/District-of-Columbia/Washington/188793,2023155075,,"['100019688', '100036413', '100011895', '100010069', '100018033']","['Northwest Washington', 'U-Street']",,"[{'path': 'imgr/1f0f5d5a8923b8ffa0cf573e829f3852/', 'caption': None}]",,District Apartments,,"['100029916', '100030164', '173945', '3521', '100012041']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1916,99999,0,2,1,2,
1800 South 26th Street,Arlington,VA,22206,44687,True,"38.8481,-77.0746",False,,44687,Apartments,99999,1527,3,1,2,1,0,[1280],Apartments/Virginia/Arlington/44687,7036394580,,"['88209', '13117', '12785', '55845', '6944']","['Long Branch Creek', 'South Arlington']",,"[{'path': 'imgr/2a27e894d7e570bd6287da736ee0d8ae/', 'caption': None}]",,Park At Arlington Ridge Apartments,,"['100043572', '3648', '45868', '166775', '87044']",20,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1527,99999,1,3,1,2,
1499 Massachusetts Avenue NW,Washington,DC,20005,192094,True,"38.9068,-77.0343",False,,192094,Apartments,99999,1750,3,0,2,1,1,[610],Apartments/District-of-Columbia/Washington/192094,2029719275,,"['45586', '100036413', '53392', '100017880', '100011895']","['Northwest Washington', 'Logan Circle - Shaw']",,"[{'path': 'imgr/2716366cb18439ece87b5278e5771916/', 'caption': None}]",,Post Massachusetts Avenue Apartments,,"['100021650', '81002', '88205', '100021915', '100025923']",20,APTGUIDE,MAA,False,False,False,False,1750,99999,0,3,1,2,
901 15th Street South,Arlington,VA,22202,22381,True,"38.8613,-77.0614",False,,22381,Apartments,99999,1758,3,0,3,1,1,[694],Apartments/Virginia/Arlington/22381,7039975252,,"['100043621', '166775', '87044', '79177', '4190']","['Aurora Highlands', 'South Arlington', 'Pentagon City']",,"[{'path': 'imgr/58dafe805e20825ae1c4b6d3507fc0d6/', 'caption': None}]",,Instrata Pentagon City Apartments,,"['192098', '100039193', '100040918', '77332', '3636']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1758,99999,0,3,1,3,
710 12 Th St,Arlington,VA,22202,100043621,True,"38.8627,-77.0588",False,,100043621,Apartments,99999,1741,3,0,3,1,1,[530],Apartments/Virginia/Arlington/100043621,7036344705,,"['87044', '22381', '192098', '79177', '4190']","['Aurora Highlands', 'South Arlington', 'Pentagon City']",,"[{'path': 'imgr/3c74802f6082094439a60c0546052d19/', 'caption': None}]",,The Witmer Apartments,,"['100036226', '100043531', '166775', '100043572', '45868']",14.12,APTGUIDE,Bozzuto Management,False,False,False,False,1741,99999,0,3,1,3,
20141 Century Blvd,Darnestown,MD,20874,184293,True,"39.1872,-77.2595",False,,184293,Apartments,1350,1350,0,0,1,1,0,[270],Apartments/Maryland/Darnestown/184293,3016059472,,"['21845', '3671', '100040982', '5895', '3712']",,,"[{'path': 'imgr/6c75cfeeb94a9099f192263b1dd0b005/', 'caption': None}]",,Furnished Studio Washington D C Germantown Town Center Apartments,,"['6368', '5614', '100029911', '12104', '87871']",7.4,APTGUIDE,"ESA Management, LLC",True,False,False,False,1350,1350,0,0,1,1,
815 18 Th St S,Arlington,VA,22202,166775,True,"38.8572,-77.0605",False,,166775,Apartments,99999,1699,2,0,1,1,0,[723],Apartments/Virginia/Arlington/166775,7034680928,,"['22381', '100043621', '87044', '79177', '192098']","['Aurora Highlands', 'South Arlington', 'Pentagon City']",,"[{'path': 'imgr/6694c4bda978b2c219ef0ffd9a048d6f/', 'caption': None}]",,Parc View Arlington Apartments,,"['45868', '3648', '100043572', '4190', '16598']",20,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1699,99999,0,2,1,1,
1330 S Fair St,Arlington,VA,22202,87044,True,"38.8613,-77.0562",False,,87044,Apartments,7286,1640,3,0,2,1,1,[1662],Apartments/Virginia/Arlington/87044,7032910152,,"['79177', '4190', '16598', '100043621', '165671']","['Aurora Highlands', 'South Arlington', 'Pentagon City']",,"[{'path': 'imgr/2ae917f1023f770e90c10453694f65b1/', 'caption': None}]",,The Millennium At Metropolitan Park Apartments,,"['166775', '3648', '21840', '100040918', '191091']",5.96,APTGUIDE,"Kettler Management, Inc.",False,False,False,False,1640,7286,0,3,1,2,
550 14th Road South,Arlington,VA,22202,79177,True,"38.8606,-77.0556",False,,79177,Apartments,99999,1807,3,0,2,1,1,[2145],Apartments/Virginia/Arlington/79177,7032537410,,"['87044', '165671', '4190', '16598', '100030688']","['Aurora Highlands', 'South Arlington', 'Pentagon City']",,"[{'path': 'imgr/bf7988c8b1576413680f2e5eb0eab9a5/', 'caption': None}]",,The Gramercy Apartments,,"['3532', '3636', '100041827', '100015925', '100040918']",20,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1807,99999,0,3,1,2,
1201 S Eads Street,Arlington,VA,22202,4190,True,"38.8625,-77.054",False,,4190,Apartments,99999,1445,2,0,2,1,0,[1223],Apartments/Virginia/Arlington/4190,7035635888,,"['87044', '80498', '3636', '100043621', '22381']","['Crystal City Shops', 'South Arlington']",,"[{'path': 'imgr/919c031b334f2a7d2fc2d9ecf3b67284/', 'caption': None}]",,The Point At Pentagon City Apartments,,"['16598', '163864', '166775', '100043572', '6415']",20,APTGUIDE,Panco Management of New Jersey LLC,True,False,True,False,1445,99999,0,2,1,2,
1221 S Eads St,Arlington,VA,22202,16598,True,"38.8621,-77.0534",False,,16598,Apartments,99999,1600,2,0,2,1,0,[906],Apartments/Virginia/Arlington/16598,5718589221,,"['4190', '165671', '100036937', '79177', '87044']","['Crystal City Shops', 'South Arlington']",,"[{'path': 'imgr/7e3b9b24354171424d5875471525b4ca/', 'caption': 'Front Entrance'}]",,Aura Pentagon City Apartments,,"['86030', '100040918', '3648', '12365', '166775']",20,APTGUIDE,Polinger Company,True,False,True,False,1600,99999,0,2,1,2,
801 Four Mile Road,Alexandria,VA,22305,12785,True,"38.8431,-77.0692",False,,12785,Apartments,1614,1274,2,1,1,1,0,[865],Apartments/Virginia/Alexandria/12785,7036344392,,"['44687', '7131', '12522', '13117', '6415']","['Potomac West', 'Arlandria']",,"[{'path': 'imgr/4e9d0c58cda1784c592452793a24e140/', 'caption': None}]",,Eaton Square At Arlington Ridge Apartments,,"['3592', '12197', '20356', '12144', '47704']",1.94,APTGUIDE,Acento Real Estate Partners,True,False,True,False,1274,1614,1,2,1,1,
1924 8th St NW,Washington,DC,20001,100025923,True,"38.9162,-77.0229",False,,100025923,Apartments,99999,1879,2,0,2,1,1,[580],Apartments/District-of-Columbia/Washington/100025923,2029719269,,"['190177', '100018033', '86967', '188793', '100031679']","['Northwest Washington', 'U-Street']",,"[{'path': 'imgr/6f1af03c1eda5ffd21229740d21a46ca/', 'caption': None}]",,The Shay Apartments,,"['100012033', '100019688', '100033632', '100027493', '100017012']",10.26,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1879,99999,0,2,1,2,
1600 South Eads Street,Arlington,VA,22202,3636,True,"38.8581,-77.0541",False,,3636,Apartments,99999,1527,4,0,2,1,1,[938],Apartments/Virginia/Arlington/3636,7039105950,,"['165671', '6415', '80498', '87044', '12364']","['Aurora Highlands', 'South Arlington']",,"[{'path': 'imgr/560d213342c38fc0dc0b4cfe0b62d918/', 'caption': None}]",,Crystal Towers Apartments,,"['79177', '163864', '3532', '3648', '188105']",20,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1527,99999,0,4,1,2,
400 15th Street South,Arlington,VA,22202,187810,True,"38.8597,-77.0528",False,,187810,Apartments,99999,99999,2,1,2,1,0,[],Apartments/Virginia/Arlington/187810,7035634161,,"['165671', '80498', '3636', '100030688', '16598']","['Crystal City Shops', 'South Arlington']",,"[{'path': 'imgr/987793a2c697a98fb29bb0a0985a437d/', 'caption': None}]",,Oakwood Residence Crystal City Apartments,,"['88209', '11531', '7131', '55845', '77769']",no_value_available,APTGUIDE,Oakwood Worldwide,False,False,False,False,99999,99999,1,2,1,2,
930 M Street NW,Washington,DC,20001,12598,True,"38.9057,-77.0251",False,,12598,Apartments,99999,1500,2,1,2,1,0,[905],Apartments/District-of-Columbia/Washington/12598,5718589642,,"['190177', '81367', '192094', '78949', '100011895']","['Northwest Washington', 'Logan Circle - Shaw']",,"[{'path': 'imgr/07ff5c144898355e8bc57d1a774614df/', 'caption': None}]",,Mount Vernon Plaza Apartments,,"['33876', '100036621', '100012034', '100021650', '6484']",8.18,APTGUIDE,W.H.H. Trice & Company,True,False,True,False,1500,99999,1,2,1,2,
1515 Jefferson Davis Highway,Arlington,VA,22202,80498,True,"38.8594,-77.0518",False,,80498,Apartments,99999,1682,3,0,2,0,1,[1801],Apartments/Virginia/Arlington/80498,7033730750,,"['165671', '100030688', '3636', '16598', '4190']","['Crystal City Shops', 'South Arlington']",,"[{'path': 'imgr/303d8098a3e2a631e9e8509d8b5520f9/', 'caption': None}]",,Crystal Square Apartments,,"['100041827', '100015925', '79177', '3532', '163864']",20,APTGUIDE,Gates Hudson and Associates,False,False,False,False,1682,99999,0,3,0,2,
800 P Street NW,Washington,DC,20001,190177,True,"38.9093,-77.0229",False,,190177,Apartments,99999,1725,3,0,3,1,1,[561],Apartments/District-of-Columbia/Washington/190177,2025593424,,"['100031679', '12598', '178766', '100025923', '53392']","['Northwest Washington', 'Logan Circle - Shaw']",,"[{'path': 'imgr/920b42b5b1e50bc4f1f3a24b3742dbae/', 'caption': None}]",,City Market At O Street Apartments,,"['100018890', '100030164', '100032277', '79241', '100021915']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1725,99999,0,3,1,3,
825 10th Street NW,Washington,DC,20001,191251,True,"38.9001,-77.026",False,,191251,Apartments,99999,2073,3,0,2,1,0,[1846],Apartments/District-of-Columbia/Washington/191251,2027346794,,"['12598', '23930', '17633', '53392', '78949']","['Downtown-Penn Quarter-Chinatown', 'Northwest Washington']",,"[{'path': 'imgr/7e55b49b347b8a2182d0c3fb9794c03b/', 'caption': None}]",,The Apartments At City Center,,"['173945', '100017012', '86967', '90773', '100032277']",20,APTGUIDE,Bozzuto Management,False,False,False,False,2073,99999,0,3,1,2,
2000 South Eads Street,Arlington,VA,22202,6415,True,"38.8556,-77.0533",False,,6415,Apartments,99999,1465,3,0,2,1,1,[891],Apartments/Virginia/Arlington/6415,7039975222,,"['12364', '100040918', '80498', '77964', '79177']","['Aurora Highlands', 'South Arlington']",,"[{'path': 'imgr/f09da80cea6f937d720853647dc3cc33/', 'caption': None}]",,Crystal House Apartments,,"['163864', '3636', '77332', '4190', '3648']",16.12,APTGUIDE,"Roseland Management Company, L.L.C.",True,False,True,False,1465,99999,0,3,1,2,
